EXERCICI,CODI ORGÀNIC,CODI DE PROGRAMA,CODI ECONÒMIC,SUBVENCIÓ,DESCRIPCIÓ,ENTITAT,IMPORT,DATA CONCESSIÓ
01/01/2016 12:00:00 AM,J4100,32715,48203,Nominativa,Col·laborar en el desenvolupament de l'activitat i en la gestió,Casal del Mestre,,19/04/2016
01/01/2016 12:00:00 AM,J4314,33320,48301,Nominativa,MUSEU-Activitats relacionades amb el coneixement de Granollers i de la Comarca del VO,Associació Cultural de Granollers,,22/04/2016
01/01/2016 12:00:00 AM,J3130,13300,48800,Nominativa,Promoció i us de la bicicleta,Associació Granollers Pedala,,31/05/2016
01/01/2016 12:00:00 AM,J4201,34112,48454,Nominativa,Despeses de material i prestació de serveis en el programa El Club a l'Escola,Club Balonmano Granollers,,07/06/2016
01/01/2016 12:00:00 AM,J4201,34112,48455,Nominativa,Compra de material esportiu,Club Bàsquet Granollers,,07/06/2016
01/01/2016 12:00:00 AM,J4201,34112,48451,Nominativa,Compra de material esportiu,Associació Esportiva Carles Vallbona,,07/06/2016
01/01/2016 12:00:00 AM,J4201,34112,48452,Nominativa,Compra de material esportiu,Club Deportivo Granollers,,07/06/2016
01/01/2016 12:00:00 AM,J4106,32811,48322,Nominativa,"Desenvolupament del Projecte Educació, Música i Ciutat",Orquestra de Cambra de Granollers,,14/06/2016
01/01/2016 12:00:00 AM,J4201,34150,48415,Nominativa,Despeses d'arbitratge de les competicions on participin equips de l'entitat,Club Atletic del Vallès,,14/06/2016
01/01/2016 12:00:00 AM,J4201,34150,48401,Nominativa,"Despeses de la Europa Cup, Lliga de divisió d'honor femenina i 27 Torneig internacional",Club Balonmano Granollers,,14/06/2016
01/01/2016 12:00:00 AM,J4201,34150,48422,Nominativa,Compra de material esportiu escola esportiva i torneig de mini handbol,Club Balonmano Granollers,,14/06/2016
01/01/2016 12:00:00 AM,J4201,34150,48404,Nominativa,"Material esportiu, cronometratge, preparació circuit i cànon 50è cros Ciutat de Granollers",Club Atlètic Granollers,,14/06/2016
01/01/2016 12:00:00 AM,J4201,34150,48403,Nominativa,"Infraestructura, seguretat i megafonia de la Mitja Marató de 7 de febrer de 2016",Associació Esportiva LaMitja,,14/06/2016
01/01/2016 12:00:00 AM,J4201,34150,48416,Nominativa,"Despeses de la 8a marató per relleus i 8a Milla urbana, i transport i fitxes de l'escola esportiva",Club Atlètic Granollers,,14/06/2016
01/01/2016 12:00:00 AM,J4201,34150,48411,Nominativa,"Despeses federatives, allotjament, desplaçaments, i obsequis dels tornejos de voleibol",Associació Esportiva Carles Vallbona,,14/06/2016
01/01/2016 12:00:00 AM,J4201,34150,48409,Nominativa,"Despeses de l'activitat esportiva diària (llicències, consums, arbitratges, material esportiu…)",AEE IES Celestí Bellera,,14/06/2016
01/01/2016 12:00:00 AM,J4201,34150,48405,Nominativa,"Despeses de federació i arbitratges, administració i assegurança i torneig de nal",Club Bàsquet Granollers,,14/06/2016
01/01/2016 12:00:00 AM,J4201,34150,48427,Nominativa,Fitxes federatives i assegurança de responsabilitat civil,Unión Deportiva Miguelense,,14/06/2016
01/01/2016 12:00:00 AM,J4311,33430,48323,Nominativa,Projecte II Festival de Cors Joves de Granollers,Societat Coral Amics de la Unió,,14/06/2016
01/01/2016 12:00:00 AM,J4201,34150,48414,Nominativa,Despeses de manutenció i allotjament dels participants a la CUP d'handbol base,Club Balonmano Granollers,,14/06/2016
01/01/2016 12:00:00 AM,J4311,33430,48316,Nominativa,Activitat anual dels gegants de la ciutat,Amics de gegants i capgrossos de Granollers,,14/06/2016
01/01/2016 12:00:00 AM,J4311,33430,48314,Nominativa,Calendari d'activitats anual de l'associació,Associació castellera Xics de Granollers,,14/06/2016
01/01/2016 12:00:00 AM,J4201,34150,48402,Nominativa,"Compra de material esportiu, arbitratges, fitxes federatives, material serveis mèdics",Club Deportivo Granollers,,21/06/2016
01/01/2016 12:00:00 AM,J1110,91220,48402,Nominativa,Despeses de publicitat (pancartes i anuncis publicitaris),Club Deportivo Granollers,,21/06/2016
01/01/2016 12:00:00 AM,J4311,33430,48315,Nominativa,Promoure la cultura i tradició del foc,Diables de Granollers,,28/06/2016
01/01/2016 12:00:00 AM,J4311,33430,48302,Nominativa,"Actes, activitats i projectes culturals de l'AEG",Agrupació excursionista de Granollers,,28/06/2016
01/01/2016 12:00:00 AM,J4201,34150,48417,Nominativa,Cronometratge i ambulàncies de la XXXVI Rutes del Montseny de ciclisme,Club Ciclista Granollers,,13/09/2016
01/01/2016 12:00:00 AM,J4201,34112,48458,Nominativa,Subvenció de l'escola esportiva municipal,Club Futbol Americà Granollers Fenix,,13/09/2016
01/01/2016 12:00:00 AM,J4321,33722,48253,Nominativa,Ràdio Pardals,Parròquia Sant Esteve,,20/09/2016
01/01/2016 12:00:00 AM,J4321,33722,48254,Nominativa,Campaments d'estiu 2016,Minyons Escoltes Guies Sant Jordi,,20/09/2016
01/01/2016 12:00:00 AM,J4321,33722,48202,Nominativa,"Sortides, campaments de Setmana Santa i celebracions 2016",Esplai Guai! De Palou,,20/09/2016
01/01/2016 12:00:00 AM,J4312,33340,44200,Nominativa,Adquisició programari informàtic de gestió de recursos i planificació activitats/esdeveniments,"Granollers Escena, SL",,11/10/2016
01/01/2016 12:00:00 AM,J4201,34150,48408,Nominativa,Despeses de transport en la Marxa Granollers-Matagalls,Agrupació Excursionista Granollers,,11/10/2016
01/01/2016 12:00:00 AM,J2300,24100,48804,Nominativa,Aportació UGT assessorament laboral,Unió General de Treballadors de Catalunya,,12/10/2016
01/01/2016 12:00:00 AM,J2300,24100,48805,Nominativa,Aportació CCOO assessorament laboral,Conf. Sindical Comissió Obrera Nacional de Cat,,12/10/2016
01/01/2016 12:00:00 AM,J5112,31130,48601,Nominativa,Servei d'atenció al dol,Oncovallès,,25/10/2016
01/01/2016 12:00:00 AM,J3210,15100,75001,Nominativa,Obres de rehabilitació integral del campanar de la parròquia de la Mare de Déu de Fàtima,Parròquia Mare de Déu de Fàtima,,02/11/2016
01/01/2016 12:00:00 AM,J5213,23170,48701,Nominativa,Càritas Pla d'Acollida,Càritas Diocesana de Terrassa,,08/11/2016
01/01/2016 12:00:00 AM,J5121,23120,48701,Nominativa,Càritas Pius XII,Càritas Diocesana de Terrassa,,08/11/2016
01/01/2016 12:00:00 AM,J5213,23170,48522,Nominativa,Amics d'Àfrica Pla d'Acollida,Associació Cultural Amics d'Àfrica del V.O.,,08/11/2016
01/01/2016 12:00:00 AM,J5121,23170,48522,Nominativa,Amics d'Àfrica Serveis Socials,Associació Cultural Amics d'Àfrica del V.O.,,08/11/2016
01/01/2016 12:00:00 AM,J4100,32001,48522,Nominativa,Amics d'Àfrica Educació,Associació Cultural Amics d'Àfrica del V.O.,,08/11/2016
01/01/2016 12:00:00 AM,J5201,23180,48522,Nominativa,Amics d'Àfrica Pla igualtat d'oportunitats,Associació Cultural Amics d'Àfrica del V.O.,,08/11/2016
01/01/2016 12:00:00 AM,J5121,23120,48704,Nominativa,Esmorzars El Xiprer,Fundació El Xiprer Vallès Oriental,,08/11/2016
01/01/2016 12:00:00 AM,J4201,34150,48413,Nominativa,"Llicències federatives, inscripcions competicions I jutges dels interclubs",Associació patinatge artístic de  Granollers,,15/11/2016
01/01/2016 12:00:00 AM,J4201,34150,48412,Nominativa,"Llicències federatives, cànons organitzatius i inscripcions i despeses de la competició",Associació Granollers Esportiva,,15/11/2016
01/01/2016 12:00:00 AM,J5121,23116,48704,Nominativa,Dinars El Xiprer,Fundació El Xiprer Vallès Oriental,,15/11/2016
01/01/2016 12:00:00 AM,EPEL,Granollers,Mercat,Nominativa,Finançament de les activitats de dinamització comercial de l'associació,Associació de Comerciants Gran Centre Granollers,,18/11/2016
01/01/2016 12:00:00 AM,J5121,23150,48703,Nominativa,Fomentar el programa de Centre de tarda,Associació Apadis,,22/11/2016
01/01/2016 12:00:00 AM,J5121,23116,48703,Nominativa,Col·laborar en el projecte formatiu Restaurant Social El Gato Verde,Fundació Privada Apadis,,22/11/2016
01/01/2016 12:00:00 AM,J5121,23116,48702,Nominativa,Col·laborar en els projectes per cobrir algunes necessitats higièniques bàsiques,Creu Roja de Granollers,,22/11/2016
01/01/2016 12:00:00 AM,J4201,34150,48424,Nominativa,Despesa de les fitxes federatives,Societat Esportiva de Pescadors,,22/11/2016
01/01/2016 12:00:00 AM,J4201,34150,48420,Nominativa,Despeses de transport en les diferents competicions esportives,Club Handbol Platja Granollers,,22/11/2016
01/01/2016 12:00:00 AM,J1340,32730,48513,Nominativa,Pis d'acollida de nens sahrauís malalts,Associació d'Amics del Poble Sahrauí de Granollers,,22/11/2016
01/01/2016 12:00:00 AM,J4201,34150,48421,Nominativa,Allotjament de les estades de pretemporada,Club Triatló Granollers,,29/11/2016
01/01/2016 12:00:00 AM,J4201,34150,48425,Nominativa,Legalització del compressor,Unió Subaquàtica de Granollers,,29/11/2016
01/01/2016 12:00:00 AM,J4201,34150,48428,Nominativa,Compra de material esportiu,Club de Futbol Americà Granollers Fènix,,29/11/2016
01/01/2016 12:00:00 AM,J4201,34150,48418,Nominativa,Despeses d'arbitratge,Club de Futbol Ponent,,07/12/2016
01/01/2016 12:00:00 AM,J4201,34150,48423,Nominativa,"Lloguer d'inflables I aspectes de comunicació: disseny, cartells, logos…",Associació Ciutadana pel Parc Infantil de Nadal,,07/12/2016
01/01/2016 12:00:00 AM,J4321,33722,48255,Nominativa,Projecte de dinamització musical,Associació Granollerina de Músics,,07/12/2016
01/01/2016 12:00:00 AM,J5121,23113,48706,Nominativa,Projecte Alberg de transeünts,Fundació Hospital Asil de Granollers,,13/12/2016
01/01/2016 12:00:00 AM,J5121,23110,48702,Nominativa,Projecte de Suport a l'alimentació familiar,Creu Roja de Granollers,,13/12/2016
01/01/2016 12:00:00 AM,J5121,23110,48700,Nominativa,Projecte d'Assessorament jurídic,Il·lustre Col·legi d'Advocats de Granollers,,13/12/2016
01/01/2016 12:00:00 AM,J4311,33430,48326,Nominativa,Promoció d'activitats d'interès general en les instal·lacions del Casino de Granollers,Casino de Granollers Club de Ritme,,20/12/2016
01/01/2016 12:00:00 AM,J1340,32730,48514,Nominativa,Acompanyament i suport al municipi de Sidi Rahal posada en marxa del planejament urbà,Institut Marocain Pour le Développement,,27/12/2016
01/01/2016 12:00:00 AM,J1340,32730,48514,Nominativa,Acompanyament i suport al municipi de Sidi Rahal posada en marxa del planejament urbà,Institut Marocain Pour le Développement,,27/12/2016
01/01/2016 12:00:00 AM,J1340,32730,48512,Nominativa,Escola itinerant pel treball digne a El Salvador. Fase II,Fundació Josep Comaposada-Sindicalistes Solidaris,,27/12/2016
01/01/2016 12:00:00 AM,J1340,32730,48512,Nominativa,Creació i posada en marxa d'una guia ètica per a la contractació i la compra pública,"Nova, centre per a la innovació social",,27/12/2016
01/01/2016 12:00:00 AM,J1340,32730,48512,Nominativa,Creació de la xarxa LAONF transformació noviolenta del conflicte del Sàhara Occidental,Associació Catalana amics poble saharaui,,27/12/2016
01/01/2016 12:00:00 AM,J1340,32730,48512,Nominativa,Millora dels recursos hídrics i productivitat terres per sistemes de reg a Anantapur,Fundación Vicente Ferrer,,27/12/2016
01/01/2016 12:00:00 AM,J2150,92010,48804,Nominativa,Aportació UGT secció sindical,UGT,,27/12/2016
01/01/2016 12:00:00 AM,J2150,92010,48805,Nominativa,Aportació CCOO secció sindical,CCOO,,27/12/2016
01/01/2016 12:00:00 AM,J2150,92010,48806,Nominativa,Aportació SPPM-CAT secció sindical,SPPM-CAT,,27/12/2016
01/01/2016 12:00:00 AM,J2150,92010,48807,Nominativa,Aportació ASTEM secció sindical,ASTEM,,27/12/2016
01/01/2016 12:00:00 AM,J5122,23140,48707,Nominativa,Finançar la impressió de la revista mensual que publica l'entitat per a 2016,Associació Ressó-Taller de comunicació de gent gran,,17/01/2017
01/01/2016 12:00:00 AM,J4311,33430,48324,Nominativa,Realització de les activitats de l'any 2016,Esbart Dansaire de Granollers,€4320.00,10/05/2016
